,winloss,championPlayed,kills,deaths,assists
3294,1,120,6,4,15
3295,0,24,3,7,8
3296,0,268,2,5,10
3297,0,3,5,6,13
3298,0,121,9,5,8
3299,0,6,4,8,3
3300,1,245,7,0,8
3301,1,15,1,1,8
3302,1,57,1,2,8
3303,1,6,8,0,4
3304,1,432,0,2,15
3305,0,67,4,4,0
3306,0,12,1,3,3
3307,0,150,0,3,0
3308,0,68,0,5,2
3309,0,876,0,2,4
3310,1,526,1,3,19
3311,1,876,10,6,6
3312,1,150,5,5,7
3313,1,145,5,3,16
3314,1,76,7,3,13
3315,0,6,6,4,4
3316,0,18,5,5,4
3317,0,134,4,4,4
3318,0,2,3,10,6
3319,0,12,1,5,12
3320,1,2,9,5,12
3321,1,202,5,2,8
3322,1,27,6,2,2
3323,1,12,2,3,15
3324,1,112,6,3,8
3325,0,236,6,8,2
3326,0,81,3,5,4
3327,0,13,2,4,2
3328,0,79,1,6,5
3329,0,245,2,5,8
3330,1,28,10,1,3
3331,1,62,0,1,5
3332,1,222,3,3,4
3333,1,18,2,2,1
3334,1,412,2,2,8
3335,0,12,3,3,3
3336,0,72,1,2,5
3337,0,523,3,5,2
3338,0,41,2,5,0
3339,0,777,0,2,4
3340,1,131,8,4,7
3341,1,114,4,5,6
3342,1,30,11,2,12
3343,1,18,4,7,7
3344,1,12,1,3,14
3345,0,39,2,7,1
3346,0,498,8,4,3
3347,0,89,2,7,7
3348,0,24,2,5,7
3349,0,28,7,5,2
3350,0,51,0,2,0
3351,0,163,0,4,0
3352,0,412,0,2,0
3353,0,58,2,6,0
3354,0,112,1,4,0
3355,1,53,2,0,3
3356,1,145,2,0,1
3357,1,27,6,0,3
3358,1,120,6,2,2
3359,1,92,2,1,4
3360,0,40,3,4,7
3361,0,81,1,3,2
3362,0,421,9,8,2
3363,0,79,1,7,7
3364,0,234,2,5,5
3365,1,245,5,5,8
3366,1,145,4,3,8
3367,1,27,4,4,7
3368,1,121,12,2,6
3369,1,412,2,3,13
3370,1,41,2,1,12
3371,1,142,6,3,5
3372,1,147,3,3,18
3373,1,432,2,2,22
3374,1,2,14,4,7
3375,0,99,4,4,6
3376,0,53,1,8,6
3377,0,14,0,3,5
3378,0,120,5,5,4
3379,0,222,3,7,4
3380,1,6,2,3,5
3381,1,12,0,0,7
3382,1,163,5,1,8
3383,1,235,5,1,4
3384,1,131,5,0,6
3385,0,126,3,4,0
3386,0,110,0,3,0
3387,0,203,2,2,1
3388,0,517,0,5,3
3389,0,147,0,3,2
3390,1,412,1,3,13
3391,1,4,3,2,13
3392,1,222,12,2,8
3393,1,421,10,2,10
3394,1,150,3,4,7
3395,0,432,1,6,8
3396,0,142,1,5,5
3397,0,51,7,5,3
3398,0,59,2,8,5
3399,0,58,2,5,2
3400,0,150,2,4,7
3401,0,163,2,5,2
3402,0,147,0,10,8
3403,0,39,5,6,5
3404,0,202,5,3,4
3405,1,43,0,4,15
3406,1,236,8,4,9
3407,1,876,8,3,8
3408,1,45,6,1,11
3409,1,6,6,2,2
3410,0,104,4,4,3
3411,0,92,3,5,1
3412,0,85,4,8,2
3413,0,222,1,4,4
3414,0,412,1,6,7
3415,1,117,3,4,10
3416,1,81,7,3,8
3417,1,432,2,2,18
3418,1,27,3,1,5
3419,1,64,12,3,3
3420,0,64,10,6,5
3421,0,516,2,4,7
3422,0,145,5,6,8
3423,0,526,1,8,11
3424,0,13,0,9,7
3425,1,6,6,2,14
3426,1,90,4,4,18
3427,1,40,1,2,20
3428,1,11,20,5,4
3429,1,50,2,5,23
3430,0,61,1,6,1
3431,0,41,2,4,1
3432,0,43,0,2,1
3433,0,28,1,5,1
3434,0,202,0,2,0
3435,1,117,0,0,12
3436,1,103,4,1,7
3437,1,51,1,1,6
3438,1,150,5,0,7
3439,1,421,9,2,4
3440,1,33,3,2,4
3441,1,43,1,2,8
3442,1,6,5,4,4
3443,1,412,0,5,10
3444,1,222,6,4,4
3445,0,876,5,1,9
3446,0,18,7,4,4
3447,0,114,2,2,7
3448,0,432,2,4,13
3449,0,147,1,4,13
3450,1,6,7,3,4
3451,1,57,3,6,6
3452,1,145,12,2,2
3453,1,33,5,1,6
3454,1,142,3,4,9
3455,0,64,3,7,3
3456,0,82,0,6,0
3457,0,7,4,5,3
3458,0,18,7,6,1
3459,0,432,2,6,10
3460,0,203,1,0,2
3461,0,78,1,4,2
3462,0,6,2,1,0
3463,0,7,1,6,3
3464,0,555,0,3,0
3465,1,145,1,0,1
3466,1,875,4,0,2
3467,1,432,1,2,7
3468,1,38,5,2,5
3469,1,876,3,1,5
3470,1,53,2,8,12
3471,1,238,6,7,6
3472,1,115,4,3,10
3473,1,104,4,3,7
3474,1,82,13,2,3
3475,0,3,7,7,9
3476,0,120,6,7,9
3477,0,147,2,3,16
3478,0,164,7,9,6
3479,0,111,1,3,13
3480,1,117,1,2,8
3481,1,67,10,2,5
3482,1,201,0,1,13
3483,1,876,5,1,6
3484,1,92,2,1,3
3485,0,142,2,1,0
3486,0,18,2,4,2
3487,0,412,1,7,0
3488,0,6,2,4,1
3489,0,2,0,2,1
3490,1,81,9,6,7
3491,1,43,2,6,17
3492,1,6,7,7,5
3493,1,61,6,3,11
3494,1,48,3,0,19
3495,0,3,1,3,8
3496,0,235,6,8,9
3497,0,223,1,6,13
3498,0,39,10,4,3
3499,0,64,4,6,6
3500,0,246,8,4,1
3501,0,40,0,8,6
3502,0,21,1,7,2
3503,0,11,4,5,2
3504,0,85,0,8,5
3505,1,18,8,3,6
3506,1,9,5,2,9
3507,1,54,6,4,7
3508,1,111,1,2,16
3509,1,120,12,2,8
3510,1,103,13,4,12
3511,1,497,2,5,24
3512,1,498,9,5,7
3513,1,14,4,3,11
3514,1,421,14,10,7
3515,0,18,8,9,11
3516,0,6,4,9,6
3517,0,235,6,7,15
3518,0,28,9,6,10
3519,0,236,0,11,4
3520,0,126,5,7,9
3521,0,72,4,9,17
3522,0,51,13,8,13
3523,0,412,1,6,26
3524,0,61,8,5,16
3525,1,9,6,8,18
3526,1,236,7,4,8
3527,1,112,11,6,12
3528,1,145,9,5,13
3529,1,111,2,8,17
3530,1,235,5,2,14
3531,1,120,13,3,6
3532,1,15,3,3,10
3533,1,79,3,1,8
3534,1,43,3,2,11
3535,0,81,5,8,3
3536,0,77,0,6,4
3537,0,876,2,8,2
3538,0,497,0,4,3
3539,0,4,4,1,2
3540,1,254,5,2,10
3541,1,25,0,5,19
3542,1,236,14,1,6
3543,1,82,4,3,2
3544,1,51,4,1,12
3545,0,412,1,7,3
3546,0,245,4,6,5
3547,0,75,2,5,3
3548,0,498,2,4,3
3549,0,104,3,5,4
3550,1,145,12,1,8
3551,1,54,2,2,7
3552,1,7,15,2,7
3553,1,2,6,2,15
3554,1,53,1,2,14
3555,0,222,3,5,1
3556,0,112,0,7,2
3557,0,141,3,8,2
3558,0,20,3,8,4
3559,0,412,0,8,2
3560,0,412,1,2,13
3561,0,38,3,9,10
3562,0,20,4,9,8
3563,0,222,6,9,5
3564,0,150,7,8,5
3565,1,56,10,4,14
3566,1,61,6,4,8
3567,1,875,3,2,17
3568,1,145,11,3,10
3569,1,39,6,8,8
3570,1,30,1,2,12
3571,1,40,0,4,15
3572,1,18,18,2,0
3573,1,85,5,3,7
3574,1,235,1,3,14
3575,0,57,4,7,2
3576,0,16,3,4,5
3577,0,117,1,3,8
3578,0,523,3,5,3
3579,0,121,3,6,4
3580,0,18,5,4,1
3581,0,62,0,4,2
3582,0,16,0,4,0
3583,0,76,0,5,1
3584,0,12,1,3,5
3585,1,145,2,2,5
3586,1,120,10,0,6
3587,1,26,1,2,7
3588,1,126,2,1,8
3589,1,1,5,1,7
3590,0,79,2,4,1
3591,0,104,2,5,3
3592,0,517,5,3,1
3593,0,202,2,3,2
3594,0,25,0,6,5
3595,1,89,0,2,10
3596,1,235,5,1,4
3597,1,150,9,2,2
3598,1,64,5,3,7
3599,1,7,2,3,1
3600,0,120,3,5,1
3601,0,164,2,8,4
3602,0,202,3,6,1
3603,0,111,0,7,4
3604,0,131,2,2,3
3605,1,62,5,3,8
3606,1,25,4,1,15
3607,1,3,3,1,18
3608,1,51,7,2,6
3609,1,76,9,3,4
3610,0,876,3,3,1
3611,0,164,2,4,1
3612,0,432,1,2,2
3613,0,14,1,3,1
3614,0,81,1,4,3
3615,1,235,1,0,10
3616,1,61,3,2,6
3617,1,222,3,3,3
3618,1,85,2,2,4
3619,1,120,7,1,2
3620,1,245,8,0,4
3621,1,6,5,2,2
3622,1,14,3,1,7
3623,1,235,7,1,8
3624,1,61,1,2,6
3625,0,223,1,5,0
3626,0,518,1,5,2
3627,0,222,0,6,1
3628,0,421,3,5,1
3629,0,38,1,3,0
3630,1,497,2,5,10
3631,1,86,2,6,4
3632,1,245,6,3,10
3633,1,777,7,8,5
3634,1,222,5,3,11
3635,0,523,2,3,10
3636,0,235,0,5,16
3637,0,13,12,5,2
3638,0,104,3,6,9
3639,0,79,8,3,7
3640,1,23,3,3,2
3641,1,147,2,3,10
3642,1,12,1,3,14
3643,1,245,6,4,5
3644,1,120,14,1,5
3645,0,21,2,5,4
3646,0,101,2,4,5
3647,0,33,2,7,6
3648,0,412,1,4,8
3649,0,64,7,6,5
3650,0,26,1,4,5
3651,0,121,10,6,4
3652,0,4,1,8,4
3653,0,81,1,4,7
3654,0,164,5,6,5
3655,1,145,4,4,2
3656,1,203,8,2,3
3657,1,24,5,6,4
3658,1,131,11,2,3
3659,1,12,0,4,11
3660,1,112,10,1,7
3661,1,235,5,1,12
3662,1,203,7,3,4
3663,1,223,3,2,6
3664,1,23,2,1,4
3665,0,412,0,7,2
3666,0,222,1,4,2
3667,0,78,3,4,1
3668,0,131,4,6,2
3669,0,876,0,6,4
3670,1,777,8,2,7
3671,1,876,7,3,14
3672,1,56,6,1,6
3673,1,147,2,1,10
3674,1,40,3,3,16
3675,0,517,4,7,3
3676,0,76,4,5,5
3677,0,14,0,4,3
3678,0,498,0,5,1
3679,0,497,2,6,5
3680,0,77,0,0,0
3681,0,497,0,0,0
3682,0,61,0,0,0
3683,0,21,0,0,0
3684,0,164,0,0,0
3685,1,777,0,0,0
3686,1,147,0,0,0
3687,1,58,0,0,0
3688,1,76,0,0,0
3689,1,235,0,0,0
3690,1,79,3,5,15
3691,1,142,10,3,4
3692,1,876,3,5,12
3693,1,222,6,3,12
3694,1,164,12,2,9
3695,0,64,6,6,9
3696,0,134,1,8,4
3697,0,39,4,9,3
3698,0,50,3,5,5
3699,0,51,4,6,5
3700,0,13,6,6,2
3701,0,41,2,4,1
3702,0,222,3,4,3
3703,0,104,2,4,5
3704,0,412,0,4,9
3705,1,150,6,4,6
3706,1,117,3,3,11
3707,1,235,3,3,13
3708,1,79,2,1,4
3709,1,120,8,2,9
3710,1,60,6,0,4
3711,1,98,3,1,4
3712,1,777,1,3,4
3713,1,12,0,1,11
3714,1,202,5,0,6
3715,0,104,0,3,2
3716,0,164,1,2,0
3717,0,112,3,2,0
3718,0,81,1,3,0
3719,0,497,0,5,1
3720,1,114,7,3,6
3721,1,3,2,2,18
3722,1,26,4,1,21
3723,1,203,7,1,12
3724,1,145,14,7,7
3725,0,222,4,8,7
3726,0,150,1,7,3
3727,0,68,4,7,5
3728,0,72,2,5,7
3729,0,526,3,7,8
3730,1,53,1,5,18
3731,1,203,11,7,11
3732,1,131,8,5,6
3733,1,51,18,3,8
3734,1,14,2,7,17
3735,0,523,8,7,8
3736,0,421,11,7,8
3737,0,236,3,6,4
3738,0,412,1,9,17
3739,0,79,4,11,9
3740,0,59,1,11,15
3741,0,41,4,7,3
3742,0,412,3,5,14
3743,0,131,0,10,4
3744,0,222,13,8,5
3745,1,104,8,4,14
3746,1,526,3,4,17
3747,1,58,11,6,3
3748,1,202,14,4,5
3749,1,103,5,3,10
3750,1,222,2,3,8
3751,1,40,0,4,9
3752,1,28,4,5,7
3753,1,875,9,1,3
3754,1,91,15,0,1
3755,0,102,1,6,4
3756,0,58,3,7,1
3757,0,145,6,6,3
3758,0,111,2,4,6
3759,0,777,1,7,0
3760,1,67,10,5,4
3761,1,526,3,3,10
3762,1,876,3,4,10
3763,1,777,4,2,4
3764,1,145,10,5,7
3765,0,80,4,9,6
3766,0,13,4,5,8
3767,0,104,3,6,7
3768,0,222,8,6,6
3769,0,497,0,4,14
3770,1,203,15,4,13
3771,1,429,7,4,14
3772,1,111,3,3,23
3773,1,150,2,6,9
3774,1,268,10,8,6
3775,0,412,2,13,9
3776,0,164,6,6,5
3777,0,104,7,7,8
3778,0,4,4,5,11
3779,0,222,6,6,7
3780,1,68,8,5,6
3781,1,104,10,2,13
3782,1,79,4,4,15
3783,1,777,7,2,10
3784,1,222,8,8,5
3785,0,429,6,6,6
3786,0,13,1,6,6
3787,0,147,0,11,10
3788,0,39,0,7,7
3789,0,141,14,7,3
3790,1,777,6,9,6
3791,1,51,11,3,6
3792,1,79,0,4,5
3793,1,25,2,4,10
3794,1,102,11,1,4
3795,0,68,4,6,7
3796,0,222,5,7,4
3797,0,236,6,8,7
3798,0,412,1,5,10
3799,0,245,5,4,10
3800,0,202,4,3,1
3801,0,60,4,4,2
3802,0,150,0,2,4
3803,0,235,1,2,5
3804,0,20,0,5,3
3805,1,126,1,2,2
3806,1,30,1,3,7
3807,1,432,2,1,8
3808,1,222,2,2,6
3809,1,246,10,1,4
3810,1,246,9,4,10
3811,1,150,1,6,13
3812,1,60,10,5,9
3813,1,145,7,1,9
3814,1,412,0,3,17
3815,0,79,5,8,6
3816,0,497,0,3,9
3817,0,51,1,2,6
3818,0,80,6,6,8
3819,0,421,7,8,6
3820,1,254,3,3,8
3821,1,58,1,2,4
3822,1,222,13,1,3
3823,1,1,4,1,3
3824,1,412,0,2,11
3825,0,2,2,5,4
3826,0,526,0,6,3
3827,0,18,0,4,0
3828,0,245,4,3,0
3829,0,516,2,3,2
3830,1,111,0,5,12
3831,1,876,4,4,8
3832,1,18,8,1,5
3833,1,85,3,1,5
3834,1,119,7,2,8
3835,0,126,1,5,0
3836,0,222,2,5,5
3837,0,234,2,4,0
3838,0,60,5,4,5
3839,0,201,2,4,7
3840,0,76,2,9,8
3841,0,41,5,10,6
3842,0,81,3,9,10
3843,0,238,19,6,3
3844,0,526,2,11,11
3845,1,77,11,4,14
3846,1,777,8,7,8
3847,1,43,1,8,28
3848,1,266,14,9,8
3849,1,115,10,3,12
3850,1,412,2,7,23
3851,1,142,4,9,18
3852,1,222,10,5,16
3853,1,28,10,6,15
3854,1,39,16,5,16
3855,0,150,2,13,4
3856,0,53,4,9,16
3857,0,43,3,6,13
3858,0,20,4,10,10
3859,0,145,19,4,5
3860,1,57,3,5,13
3861,1,234,7,2,5
3862,1,105,10,1,6
3863,1,202,7,2,6
3864,1,427,2,4,16
3865,0,12,3,6,3
3866,0,121,5,10,4
3867,0,23,1,6,2
3868,0,222,5,4,6
3869,0,79,0,3,2
3870,1,222,12,2,5
3871,1,497,4,1,15
3872,1,28,12,0,2
3873,1,126,2,0,6
3874,1,54,1,2,8
3875,0,89,0,7,4
3876,0,18,2,7,2
3877,0,234,1,8,2
3878,0,134,1,4,0
3879,0,150,1,5,0
3880,0,81,4,9,0
3881,0,72,0,6,4
3882,0,13,4,4,1
3883,0,518,1,9,5
3884,0,58,3,5,2
3885,1,14,2,2,6
3886,1,64,7,3,12
3887,1,412,1,4,12
3888,1,38,13,1,7
3889,1,222,10,2,9
3890,0,28,1,8,7
3891,0,222,7,6,6
3892,0,12,1,5,11
3893,0,164,2,12,1
3894,0,245,8,6,7
3895,1,30,9,4,10
3896,1,114,12,2,11
3897,1,25,0,7,14
3898,1,421,6,4,9
3899,1,61,10,4,8
3900,1,58,1,1,5
3901,1,76,3,1,6
3902,1,38,12,0,4
3903,1,22,1,1,1
3904,1,350,1,1,2
3905,0,235,0,2,3
3906,0,142,0,4,1
3907,0,222,0,3,3
3908,0,150,0,3,0
3909,0,421,4,6,0
3910,1,498,5,4,9
3911,1,421,14,1,7
3912,1,58,1,3,7
3913,1,497,1,3,22
3914,1,34,7,1,3
3915,0,526,0,5,11
3916,0,203,2,5,5
3917,0,112,0,3,3
3918,0,80,4,5,2
3919,0,29,6,10,2
3920,0,777,2,10,2
3921,0,85,3,6,5
3922,0,421,3,7,10
3923,0,412,3,5,8
3924,0,202,6,3,7
3925,1,2,5,5,11
3926,1,222,4,3,7
3927,1,526,2,4,13
3928,1,131,14,4,5
3929,1,122,6,1,4
3930,0,33,0,4,4
3931,0,412,0,3,0
3932,0,523,0,7,0
3933,0,85,3,4,0
3934,0,245,1,5,1
3935,1,555,7,1,8
3936,1,876,5,0,6
3937,1,777,6,2,5
3938,1,14,1,1,3
3939,1,145,3,0,4
3940,1,39,5,11,5
3941,1,26,3,4,24
3942,1,222,14,4,7
3943,1,120,11,5,11
3944,1,517,2,5,14
3945,0,18,10,8,5
3946,0,111,4,6,9
3947,0,14,2,4,15
3948,0,235,1,11,14
3949,0,30,12,6,6
3950,0,77,2,8,3
3951,0,79,0,4,4
3952,0,202,0,6,2
3953,0,266,4,5,1
3954,0,112,2,4,3
3955,1,41,3,3,6
3956,1,222,16,1,4
3957,1,59,6,2,10
3958,1,201,0,1,20
3959,1,61,2,1,9
3960,0,21,9,7,9
3961,0,412,1,10,16
3962,0,142,7,4,11
3963,0,875,3,9,4
3964,0,20,4,2,14
3965,1,222,17,5,8
3966,1,268,3,6,14
3967,1,25,2,4,19
3968,1,57,4,7,8
3969,1,121,6,3,8
3970,0,12,4,8,11
3971,0,18,10,8,8
3972,0,2,7,9,6
3973,0,147,2,9,9
3974,0,240,0,9,5
3975,1,234,10,1,13
3976,1,875,9,2,14
3977,1,60,15,3,13
3978,1,222,9,6,17
3979,1,526,0,11,15
3980,0,56,10,6,9
3981,0,518,7,5,12
3982,0,876,2,6,12
3983,0,39,8,9,11
3984,0,498,4,8,14
3985,1,203,11,6,8
3986,1,81,6,8,5
3987,1,240,8,6,16
3988,1,3,9,8,10
3989,1,117,0,3,23
3990,1,77,6,3,7
3991,1,29,6,4,4
3992,1,150,3,2,3
3993,1,412,1,4,11
3994,1,238,7,2,4
3995,0,876,8,3,3
3996,0,105,3,4,1
3997,0,119,2,6,5
3998,0,432,0,6,7
3999,0,518,2,4,4
4000,1,203,2,3,3
4001,1,12,1,2,9
4002,1,360,8,1,5
4003,1,147,1,2,4
4004,1,427,3,0,10
4005,0,67,3,4,1
4006,0,18,2,2,1
4007,0,432,0,4,5
4008,0,876,2,3,1
4009,0,114,1,2,1
4010,0,127,3,4,2
4011,0,245,7,4,3
4012,0,412,0,4,6
4013,0,58,0,7,3
4014,0,498,1,6,0
4015,1,92,8,3,2
4016,1,25,1,2,8
4017,1,68,7,2,2
4018,1,22,5,1,3
4019,1,59,4,3,5
4020,1,120,10,6,22
4021,1,68,11,6,18
4022,1,526,2,8,24
4023,1,145,17,7,10
4024,1,17,3,3,8
4025,0,18,7,10,8
4026,0,67,10,6,10
4027,0,30,10,11,10
4028,0,79,2,9,16
4029,0,266,1,7,11
4030,1,114,19,11,12
4031,1,105,5,8,18
4032,1,145,3,15,16
4033,1,12,6,10,28
4034,1,35,22,11,12
4035,0,7,12,7,9
4036,0,102,6,12,30
4037,0,96,16,13,13
4038,0,92,15,10,17
4039,0,89,6,13,30
4040,1,68,5,1,20
4041,1,202,10,2,9
4042,1,92,14,3,7
4043,1,105,5,7,11
4044,1,77,5,2,16
4045,0,55,4,8,3
4046,0,38,2,7,8
4047,0,43,1,9,7
4048,0,2,4,8,2
4049,0,222,3,7,4
4050,0,23,2,3,1
4051,0,120,2,3,3
4052,0,145,3,5,1
4053,0,92,0,2,1
4054,0,111,0,4,4
4055,1,78,0,1,7
4056,1,107,5,2,5
4057,1,26,3,1,13
4058,1,360,8,2,6
4059,1,42,1,1,4
4060,1,412,3,4,19
4061,1,56,6,4,14
4062,1,77,2,2,16
4063,1,84,7,2,7
4064,1,15,9,4,10
4065,0,114,2,5,2
4066,0,45,4,5,6
4067,0,59,6,6,4
4068,0,13,2,5,5
4069,0,3,2,6,11
4070,0,56,1,4,3
4071,0,360,2,4,1
4072,0,18,1,6,0
4073,0,58,4,2,0
4074,0,43,0,4,4
4075,1,147,1,2,11
4076,1,81,5,1,3
4077,1,141,7,1,5
4078,1,34,5,1,2
4079,1,62,2,3,3
4080,1,134,7,5,10
4081,1,497,2,4,17
4082,1,202,7,3,10
4083,1,79,7,8,8
4084,1,104,11,3,12
4085,0,222,5,9,7
4086,0,92,5,10,4
4087,0,91,7,4,7
4088,0,43,2,3,11
4089,0,30,3,8,9
4090,0,8,1,5,8
4091,0,120,5,6,4
4092,0,268,0,8,2
4093,0,497,2,8,10
4094,0,498,9,7,3
4095,1,96,5,1,7
4096,1,53,3,6,17
4097,1,35,10,1,5
4098,1,92,6,5,4
4099,1,145,10,4,8
4100,1,67,3,2,6
4101,1,56,6,5,8
4102,1,76,8,1,10
4103,1,92,9,4,5
4104,1,53,3,2,17
4105,0,6,4,6,2
4106,0,777,1,3,1
4107,0,245,4,7,5
4108,0,81,5,5,4
4109,0,111,0,8,7
4110,1,26,4,2,13
4111,1,56,3,2,8
4112,1,107,7,5,8
4113,1,68,4,4,7
4114,1,51,14,0,6
4115,0,876,5,7,4
4116,0,236,2,7,3
4117,0,24,5,5,1
4118,0,53,1,6,3
4119,0,360,0,7,1
4120,0,201,1,4,8
4121,0,245,3,9,5
4122,0,31,2,7,3
4123,0,238,5,8,3
4124,0,236,6,6,2
4125,1,79,3,5,8
4126,1,18,11,1,5
4127,1,122,7,1,5
4128,1,76,5,6,10
4129,1,80,7,4,10
4130,1,92,6,2,0
4131,1,67,5,2,4
4132,1,236,3,2,2
4133,1,76,4,1,5
4134,1,3,2,2,5
4135,0,145,4,6,2
4136,0,20,0,1,4
4137,0,150,0,4,1
4138,0,131,4,4,0
4139,0,412,1,5,4
4140,1,134,4,4,11
4141,1,150,7,4,8
4142,1,2,5,2,7
4143,1,15,10,2,7
4144,1,267,1,2,16
4145,0,76,5,5,5
4146,0,157,4,8,3
4147,0,202,2,3,3
4148,0,4,2,5,6
4149,0,432,1,6,9
4150,0,523,4,4,2
4151,0,112,1,3,1
4152,0,58,2,4,1
4153,0,120,2,3,1
4154,0,412,0,6,3
4155,1,51,5,3,3
4156,1,92,8,1,3
4157,1,25,2,2,8
4158,1,77,3,1,4
4159,1,61,2,2,9
4160,0,51,0,2,0
4161,0,163,0,4,0
4162,0,412,0,2,0
4163,0,58,2,6,0
4164,0,112,1,4,0
4165,1,53,2,0,3
4166,1,145,2,0,1
4167,1,27,6,0,3
4168,1,120,6,2,2
4169,1,92,2,1,4
4170,1,92,8,1,4
4171,1,36,3,1,5
4172,1,68,7,2,10
4173,1,110,5,4,1
4174,1,143,1,2,8
4175,0,58,1,6,0
4176,0,117,0,0,7
4177,0,69,1,7,0
4178,0,20,1,5,2
4179,0,96,7,6,0
4180,1,51,8,4,12
4181,1,91,10,10,11
4182,1,267,2,5,22
4183,1,2,7,6,11
4184,1,54,9,2,11
4185,0,69,9,5,6
4186,0,43,1,9,6
4187,0,126,9,13,1
4188,0,876,4,3,8
4189,0,119,4,6,7
4190,1,517,4,5,8
4191,1,202,6,2,10
4192,1,91,11,3,7
4193,1,120,10,2,12
4194,1,350,1,3,21
4195,0,43,4,5,7
4196,0,98,3,5,2
4197,0,80,2,6,4
4198,0,51,2,7,8
4199,0,876,4,9,7
4200,1,121,6,4,5
4201,1,18,10,3,6
4202,1,37,4,2,13
4203,1,31,3,2,7
4204,1,3,4,1,5
4205,0,61,1,2,3
4206,0,12,0,9,3
4207,0,266,3,3,2
4208,0,51,6,7,1
4209,0,203,2,6,3
4210,1,43,2,2,12
4211,1,266,6,6,7
4212,1,51,9,0,11
4213,1,25,5,3,12
4214,1,9,5,0,10
4215,0,61,3,4,4
4216,0,33,1,4,2
4217,0,234,3,7,1
4218,0,119,4,5,2
4219,0,412,0,7,8
4220,0,4,13,5,6
4221,0,35,17,5,7
4222,0,117,1,4,22
4223,0,222,4,10,12
4224,0,54,0,6,12
4225,1,114,0,7,3
4226,1,141,5,9,12
4227,1,119,5,6,13
4228,1,55,18,6,1
4229,1,235,2,7,15
4230,1,203,12,4,11
4231,1,38,8,0,10
4232,1,18,8,2,9
4233,1,43,0,5,18
4234,1,164,3,7,8
4235,0,236,6,3,3
4236,0,145,5,7,9
4237,0,111,1,6,9
4238,0,2,3,9,4
4239,0,876,3,6,4
4240,1,421,1,2,4
4241,1,38,6,1,4
4242,1,114,6,0,0
4243,1,145,4,0,1
4244,1,526,2,1,8
4245,0,92,0,7,0
4246,0,103,0,3,1
4247,0,18,3,2,1
4248,0,875,1,3,2
4249,0,76,0,4,4
4250,1,64,9,2,4
4251,1,81,6,2,5
4252,1,420,4,0,2
4253,1,55,6,3,4
4254,1,40,2,5,15
4255,0,202,0,4,3
4256,0,3,3,5,5
4257,0,163,2,4,6
4258,0,43,0,8,6
4259,0,92,7,6,3
4260,1,53,2,8,12
4261,1,238,6,7,6
4262,1,115,4,3,10
4263,1,104,4,3,7
4264,1,82,13,2,3
4265,0,3,7,7,9
4266,0,120,6,7,9
4267,0,147,2,3,16
4268,0,164,7,9,6
4269,0,111,1,3,13
4270,1,117,1,2,8
4271,1,67,10,2,5
4272,1,201,0,1,13
4273,1,876,5,1,6
4274,1,92,2,1,3
4275,0,142,2,1,0
4276,0,18,2,4,2
4277,0,412,1,7,0
4278,0,6,2,4,1
4279,0,2,0,2,1
4280,0,92,0,7,1
4281,0,81,4,4,2
4282,0,38,7,4,5
4283,0,120,0,7,8
4284,0,350,1,4,8
4285,1,104,1,1,9
4286,1,53,1,4,8
4287,1,119,9,2,6
4288,1,18,8,3,5
4289,1,107,7,2,2
4290,0,18,6,8,9
4291,0,164,7,8,5
4292,0,117,1,7,15
4293,0,35,7,7,7
4294,0,68,2,3,10
4295,1,421,9,8,8
4296,1,236,4,5,8
4297,1,112,7,3,8
4298,1,412,2,1,22
4299,1,126,11,6,7
4300,0,62,6,5,4
4301,0,145,3,4,5
4302,0,38,1,8,7
4303,0,43,4,7,9
4304,0,9,3,4,8
4305,1,20,2,4,15
4306,1,92,7,6,10
4307,1,523,11,2,6
4308,1,13,5,2,3
4309,1,53,3,3,12
4310,1,69,1,6,9
4311,1,2,6,4,6
4312,1,114,12,5,3
4313,1,51,7,2,8
4314,1,147,1,4,15
4315,0,89,1,5,13
4316,0,76,5,5,5
4317,0,13,7,4,4
4318,0,92,6,8,7
4319,0,15,1,5,8
4320,1,3,6,5,14
4321,1,33,2,6,15
4322,1,53,2,7,14
4323,1,145,10,7,10
4324,1,92,14,6,5
4325,0,48,3,9,19
4326,0,69,1,9,4
4327,0,25,3,9,18
4328,0,7,11,2,7
4329,0,202,12,5,11
4330,0,429,14,7,5
4331,0,266,0,9,10
4332,0,64,5,3,9
4333,0,53,2,6,17
4334,0,131,4,4,4
4335,1,145,8,3,13
4336,1,76,10,3,11
4337,1,164,2,5,14
4338,1,111,1,9,13
4339,1,18,8,5,7
