,winloss,championPlayed,kills,deaths,assists,goldEarned,inhibitorKills,turretKills,visionScore,csDiffPerMin,xpDiffPerMin,duration
3946,1,145,4,2,10,8187,1,3,17,"{'10-20': -0.19999999999999996, '0-10': -2.3499999999999996}","{'10-20': 17.74999999999997, '0-10': -63.8}",1419
3947,1,120,9,4,14,12196,0,0,30,"{'10-20': 1.3000000000000003, '0-10': 0.19999999999999998}","{'10-20': 266.2, '0-10': 185.1}",1419
3948,1,114,15,3,6,13646,0,3,26,"{'10-20': -1.4999999999999996, '0-10': 1}","{'10-20': 46.60000000000002, '0-10': 24.60000000000005}",1419
3949,1,74,3,2,7,9077,0,1,26,"{'10-20': 0.30000000000000027, '0-10': -4.440892098500626e-16}","{'10-20': 74.59999999999997, '0-10': -16.30000000000001}",1419
3950,0,121,15,7,6,15538,0,0,38,"{'10-20': 1.4, '0-10': 0.9, '20-30': 0.8}","{'10-20': 62.79999999999998, '0-10': 87.60000000000002, '20-30': -100.5}",2003
3951,0,74,3,7,20,10181,0,0,75,"{'10-20': 0.3500000000000001, '0-10': 0.7499999999999998, '20-30': 0.5999999999999999}","{'10-20': -48.80000000000001, '0-10': 23.50000000000003, '20-30': -17.750000000000057}",2003
3952,0,98,2,10,13,10144,0,1,41,{'0-10': 0},{'0-10': 0},2003
3953,0,110,11,10,10,15612,0,3,20,"{'10-20': 0.3500000000000001, '0-10': 0.7499999999999998, '20-30': 0.5999999999999999}","{'10-20': -48.80000000000001, '0-10': 23.50000000000003, '20-30': -17.750000000000057}",2003
3954,0,105,11,12,5,14795,1,2,16,{'0-10': 0},{'0-10': 0},2003
3955,1,235,6,5,24,12408,0,1,77,"{'10-20': -0.3500000000000001, '0-10': -0.7499999999999998, '20-30': -0.5999999999999999}","{'10-20': 48.80000000000001, '0-10': -23.50000000000003, '20-30': 17.750000000000057}",2003
3956,1,51,9,9,17,13775,1,1,33,"{'10-20': -0.3500000000000001, '0-10': -0.7499999999999998, '20-30': -0.5999999999999999}","{'10-20': 48.80000000000001, '0-10': -23.50000000000003, '20-30': 17.750000000000057}",2003
3957,1,120,8,13,15,12859,0,1,17,"{'10-20': -1.4, '0-10': -0.9, '20-30': -0.8}","{'10-20': -62.79999999999998, '0-10': -87.60000000000002, '20-30': 100.5}",2003
3958,1,8,12,7,10,16786,0,2,54,{'0-10': 0},{'0-10': 0},2003
3959,1,142,11,8,12,14696,0,1,23,{'0-10': 0},{'0-10': 0},2003
3960,0,110,8,6,4,15423,0,1,37,"{'10-20': 0.19999999999999973, '0-10': -0.6999999999999997, '30-end': -4.440892098500626e-16, '20-30': -0.4500000000000004}","{'10-20': 14, '0-10': 12.400000000000006, '30-end': 25.799999999999955, '20-30': -212.4}",2306
3961,0,74,4,7,9,12729,0,0,59,"{'10-20': 0.6000000000000001, '0-10': 0.30000000000000027, '30-end': 2, '20-30': 1.1}","{'10-20': 72.1, '0-10': 22, '30-end': -119.80000000000001, '20-30': -43.599999999999994}",2306
3962,0,201,3,10,9,8931,0,0,98,"{'10-20': 0.19999999999999973, '0-10': -0.6999999999999997, '30-end': -4.440892098500626e-16, '20-30': -0.4500000000000004}","{'10-20': 14, '0-10': 12.400000000000006, '30-end': 25.799999999999955, '20-30': -212.4}",2306
3963,0,516,2,7,6,9874,0,0,38,"{'10-20': -1.2000000000000002, '0-10': -2.4, '30-end': -3.3999999999999995, '20-30': -2.3}","{'10-20': 12.100000000000051, '0-10': -57.29999999999998, '30-end': -418.79999999999995, '20-30': -218.60000000000002}",2306
3964,0,77,2,8,8,11701,0,1,27,"{'10-20': 0.6, '0-10': 0, '30-end': -0.3999999999999999, '20-30': 0.2}","{'10-20': 6.700000000000017, '0-10': 99, '30-end': -203.2, '20-30': -281.6}",2306
3965,1,412,3,3,23,9959,0,0,113,"{'10-20': -0.19999999999999973, '0-10': 0.6999999999999997, '30-end': 4.440892098500626e-16, '20-30': 0.4500000000000004}","{'10-20': -14, '0-10': -12.400000000000006, '30-end': -25.799999999999955, '20-30': 212.4}",2306
3966,1,58,10,3,17,18436,0,4,69,"{'10-20': 1.2000000000000002, '0-10': 2.4, '30-end': 3.3999999999999995, '20-30': 2.3}","{'10-20': -12.100000000000051, '0-10': 57.29999999999998, '30-end': 418.79999999999995, '20-30': 218.60000000000002}",2306
3967,1,222,15,5,13,18283,0,1,57,"{'10-20': -0.19999999999999973, '0-10': 0.6999999999999997, '30-end': 4.440892098500626e-16, '20-30': 0.4500000000000004}","{'10-20': -14, '0-10': -12.400000000000006, '30-end': -25.799999999999955, '20-30': 212.4}",2306
3968,1,517,2,4,19,11470,0,1,34,"{'10-20': -0.6000000000000001, '0-10': -0.30000000000000027, '30-end': -2, '20-30': -1.1}","{'10-20': -72.1, '0-10': -22, '30-end': 119.80000000000001, '20-30': 43.599999999999994}",2306
3969,1,76,8,4,16,14670,1,2,51,"{'10-20': -0.6, '0-10': 0, '30-end': 0.3999999999999999, '20-30': -0.2}","{'10-20': -6.700000000000017, '0-10': -99, '30-end': 203.2, '20-30': 281.6}",2306
3970,1,203,10,0,12,12652,0,1,26,{'0-10': 0},{'0-10': 0},1523
3971,1,154,4,2,11,9755,0,0,21,"{'10-20': 0.6, '0-10': 0.4}","{'10-20': 258.6, '0-10': -57}",1523
3972,1,202,5,2,12,10362,0,1,19,"{'10-20': 1.15, '0-10': -0.1499999999999999}","{'10-20': 53.70000000000002, '0-10': -17.299999999999983}",1523
3973,1,19,6,2,6,9496,0,0,13,{'0-10': 0},{'0-10': 0},1523
3974,1,117,0,4,8,5807,0,0,69,"{'10-20': 1.15, '0-10': -0.1499999999999999}","{'10-20': 53.70000000000002, '0-10': -17.299999999999983}",1523
3975,0,141,3,5,4,9186,0,0,7,"{'10-20': -0.6, '0-10': -0.4}","{'10-20': -258.6, '0-10': 57}",1523
3976,0,875,2,5,4,7817,0,1,15,"{'10-20': -1.15, '0-10': 0.1499999999999999}","{'10-20': -53.70000000000002, '0-10': 17.299999999999983}",1523
3977,0,235,2,2,6,8055,0,1,40,"{'10-20': -1.15, '0-10': 0.1499999999999999}","{'10-20': -53.70000000000002, '0-10': 17.299999999999983}",1523
3978,0,74,0,6,4,7961,0,1,28,{'0-10': 0},{'0-10': 0},1523
3979,0,4,3,7,5,8332,0,0,12,{'0-10': 0},{'0-10': 0},1523
3980,1,412,0,6,14,6769,0,2,63,{'0-10': 0},{'0-10': 0},1469
3981,1,18,8,2,7,13709,2,5,16,{'0-10': 0},{'0-10': 0},1469
3982,1,13,7,3,9,13349,1,1,21,"{'10-20': 3.8, '0-10': 1.7999999999999998}","{'10-20': 182.60000000000002, '0-10': 44.50000000000003}",1469
3983,1,19,3,6,9,9060,0,1,20,{'0-10': 0},{'0-10': 0},1469
3984,1,64,10,2,10,11093,0,1,27,"{'10-20': -1.5, '0-10': -0.10000000000000003}","{'10-20': -101.69999999999996, '0-10': -27.5}",1469
3985,0,39,1,6,4,8398,0,0,12,{'0-10': 0},{'0-10': 0},1469
3986,0,15,5,4,8,9765,0,0,11,{'0-10': 0},{'0-10': 0},1469
3987,0,77,8,4,5,10774,0,0,24,"{'10-20': 1.5, '0-10': 0.10000000000000003}","{'10-20': 101.69999999999996, '0-10': 27.5}",1469
3988,0,68,4,8,2,8487,0,0,15,"{'10-20': -3.8, '0-10': -1.7999999999999998}","{'10-20': -182.60000000000002, '0-10': -44.50000000000003}",1469
3989,0,37,1,6,12,6901,0,1,32,{'0-10': 0},{'0-10': 0},1469
3990,0,38,4,5,3,9299,0,1,19,{'0-10': 0},{'0-10': 0},1533
3991,0,64,4,7,5,9309,0,0,11,"{'10-20': 0.5000000000000001, '0-10': -0.2}","{'10-20': -12.500000000000028, '0-10': -88.39999999999998}",1533
3992,0,89,0,8,6,5702,0,0,60,"{'10-20': 0.7000000000000002, '0-10': -0.6000000000000001}","{'10-20': 14.499999999999972, '0-10': -35.34999999999998}",1533
3993,0,110,5,3,3,11481,0,2,15,"{'10-20': 0.7000000000000002, '0-10': -0.6000000000000001}","{'10-20': 14.499999999999972, '0-10': -35.34999999999998}",1533
3994,0,266,1,4,3,7936,0,0,18,{'0-10': 0},{'0-10': 0},1533
3995,1,39,3,3,6,10601,0,1,27,{'0-10': 0},{'0-10': 0},1533
3996,1,245,13,2,8,14300,0,4,19,{'0-10': 0},{'0-10': 0},1533
3997,1,77,5,5,15,10608,0,0,22,"{'10-20': -0.5000000000000001, '0-10': 0.2}","{'10-20': 12.500000000000028, '0-10': 88.39999999999998}",1533
3998,1,25,1,2,14,7290,0,0,58,"{'10-20': -0.7000000000000002, '0-10': 0.6000000000000001}","{'10-20': -14.499999999999972, '0-10': 35.34999999999998}",1533
3999,1,222,5,2,10,10507,1,2,13,"{'10-20': -0.7000000000000002, '0-10': 0.6000000000000001}","{'10-20': -14.499999999999972, '0-10': 35.34999999999998}",1533
4000,0,84,0,5,1,4173,0,0,5,{'0-10': 0.16000000000000036},{'0-10': -45.04000000000002},937
4001,0,121,2,2,2,5019,0,0,12,{'0-10': 0.16000000000000036},{'0-10': -45.04000000000002},937
4002,0,18,1,0,2,5515,0,0,13,{'0-10': 0.16000000000000036},{'0-10': -45.04000000000002},937
4003,0,85,1,3,0,4837,0,0,7,{'0-10': 0.16000000000000036},{'0-10': -45.04000000000002},937
4004,0,526,1,3,2,3663,0,0,13,{'0-10': 0.16000000000000036},{'0-10': -45.04000000000002},937
4005,1,145,2,1,3,5674,0,0,4,{'0-10': -0.16000000000000036},{'0-10': 45.04000000000002},937
4006,1,238,6,1,2,7318,0,0,14,{'0-10': -0.16000000000000036},{'0-10': 45.04000000000002},937
4007,1,77,1,1,3,5838,0,1,18,{'0-10': -0.16000000000000036},{'0-10': 45.04000000000002},937
4008,1,68,3,1,3,6294,0,0,10,{'0-10': -0.16000000000000036},{'0-10': 45.04000000000002},937
4009,1,26,1,1,2,3906,0,0,9,{'0-10': -0.16000000000000036},{'0-10': 45.04000000000002},937
4010,1,67,1,2,9,8326,0,1,15,"{'10-20': 0.40000000000000036, '0-10': -1.7999999999999998}","{'10-20': 111.75000000000003, '0-10': -49.44999999999999}",1283
4011,1,68,4,1,7,8701,0,1,20,"{'10-20': 0, '0-10': -0.2}","{'10-20': 41.700000000000045, '0-10': 85.29999999999998}",1283
4012,1,58,7,3,1,10465,0,1,21,"{'10-20': 1.3000000000000007, '0-10': 1.6}","{'10-20': 200.09999999999997, '0-10': 82.60000000000002}",1283
4013,1,112,5,1,6,9395,0,1,18,"{'10-20': 0.30000000000000027, '0-10': -0.7999999999999998}","{'10-20': 120.70000000000002, '0-10': -22.599999999999994}",1283
4014,1,497,1,1,8,5674,0,0,44,"{'10-20': 0.40000000000000036, '0-10': -1.7999999999999998}","{'10-20': 111.75000000000003, '0-10': -49.44999999999999}",1283
4015,0,44,2,4,5,5576,0,0,56,"{'10-20': -0.40000000000000036, '0-10': 1.7999999999999998}","{'10-20': -111.75000000000003, '0-10': 49.44999999999999}",1283
4016,0,516,0,5,0,6272,0,0,17,"{'10-20': -1.3000000000000007, '0-10': -1.6}","{'10-20': -200.09999999999997, '0-10': -82.60000000000002}",1283
4017,0,518,2,2,2,8401,0,1,17,"{'10-20': -0.30000000000000027, '0-10': 0.7999999999999998}","{'10-20': -120.70000000000002, '0-10': 22.599999999999994}",1283
4018,0,203,2,4,1,7100,0,0,28,"{'10-20': 0, '0-10': 0.2}","{'10-20': -41.700000000000045, '0-10': -85.29999999999998}",1283
4019,0,498,2,3,5,8382,0,1,8,"{'10-20': -0.40000000000000036, '0-10': 1.7999999999999998}","{'10-20': -111.75000000000003, '0-10': 49.44999999999999}",1283
4020,1,526,2,1,4,4645,0,0,26,{'0-10': 0.1999999999999993},{'0-10': 15.119999999999976},929
4021,1,517,6,1,1,7009,0,0,13,{'0-10': 0.1999999999999993},{'0-10': 15.119999999999976},929
4022,1,117,0,2,3,5787,0,0,10,{'0-10': 0.1999999999999993},{'0-10': 15.119999999999976},929
4023,1,5,6,0,3,8008,0,1,22,{'0-10': 0.1999999999999993},{'0-10': 15.119999999999976},929
4024,1,18,3,0,2,8197,0,3,17,{'0-10': 0.1999999999999993},{'0-10': 15.119999999999976},929
4025,0,145,0,2,1,4569,0,0,4,{'0-10': -0.1999999999999993},{'0-10': -15.119999999999976},929
4026,0,120,0,2,0,4587,0,0,10,{'0-10': -0.1999999999999993},{'0-10': -15.119999999999976},929
4027,0,164,2,7,0,4519,0,0,14,{'0-10': -0.1999999999999993},{'0-10': -15.119999999999976},929
4028,0,111,1,5,0,3544,0,0,18,{'0-10': -0.1999999999999993},{'0-10': -15.119999999999976},929
4029,0,8,1,1,0,5950,0,0,12,{'0-10': -0.1999999999999993},{'0-10': -15.119999999999976},929
4030,0,68,7,7,13,13515,0,0,34,"{'10-20': -1.1000000000000005, '0-10': 0.9000000000000004, '20-30': -1.4999999999999998}","{'10-20': -54.10000000000002, '0-10': 27.299999999999983, '20-30': -47.30000000000001}",2085
4031,0,119,12,8,2,16663,1,0,22,"{'10-20': -1.2000000000000002, '0-10': -0.55, '20-30': -3.5}","{'10-20': 113.35000000000002, '0-10': 2.950000000000003, '20-30': -345}",2085
4032,0,113,3,7,11,14742,0,4,36,"{'10-20': 1.4, '0-10': 2.4999999999999996, '20-30': -1.0999999999999996}","{'10-20': 95.10000000000002, '0-10': 99.29999999999998, '20-30': -292.1}",2085
4033,0,120,6,3,13,13889,1,3,27,"{'10-20': 0.5, '0-10': 0.4, '20-30': -0.5999999999999999}","{'10-20': 114.99999999999997, '0-10': 17.50000000000003, '20-30': -219.3}",2085
4034,0,89,1,4,15,8566,0,1,103,"{'10-20': -1.2000000000000002, '0-10': -0.55, '20-30': -3.5}","{'10-20': 113.35000000000002, '0-10': 2.950000000000003, '20-30': -345}",2085
4035,1,517,8,11,12,14302,0,1,34,"{'10-20': -1.4, '0-10': -2.4999999999999996, '20-30': 1.0999999999999996}","{'10-20': -95.10000000000002, '0-10': -99.29999999999998, '20-30': 292.1}",2085
4036,1,62,6,8,9,13929,1,2,14,"{'10-20': 1.1000000000000005, '0-10': -0.9000000000000004, '20-30': 1.4999999999999998}","{'10-20': 54.10000000000002, '0-10': -27.299999999999983, '20-30': 47.30000000000001}",2085
4037,1,412,2,3,11,8367,0,0,83,"{'10-20': 1.2000000000000002, '0-10': 0.55, '20-30': 3.5}","{'10-20': -113.35000000000002, '0-10': -2.950000000000003, '20-30': 345}",2085
4038,1,222,9,3,6,16805,0,3,57,"{'10-20': 1.2000000000000002, '0-10': 0.55, '20-30': 3.5}","{'10-20': -113.35000000000002, '0-10': -2.950000000000003, '20-30': 345}",2085
4039,1,154,4,4,17,12941,0,1,33,"{'10-20': -0.5, '0-10': -0.4, '20-30': 0.5999999999999999}","{'10-20': -114.99999999999997, '0-10': -17.50000000000003, '20-30': 219.3}",2085
4040,0,62,0,1,0,713,0,0,0,{'0-10': 0},{'0-10': 0},204
4041,0,222,0,0,2,1280,0,0,0,{'0-10': 0},{'0-10': 0},204
4042,0,154,1,0,1,1426,0,0,3,{'0-10': 0},{'0-10': 0},204
4043,0,412,1,0,1,1263,0,0,1,{'0-10': 0},{'0-10': 0},204
4044,0,203,0,0,0,692,0,0,0,{'0-10': 0},{'0-10': 0},204
4045,1,18,0,1,0,951,0,0,1,{'0-10': 0},{'0-10': 0},204
4046,1,497,0,1,0,753,0,0,0,{'0-10': 0},{'0-10': 0},204
4047,1,234,1,0,0,1254,0,0,0,{'0-10': 0},{'0-10': 0},204
4048,1,142,0,0,0,955,0,0,0,{'0-10': 0},{'0-10': 0},204
4049,1,141,0,0,0,1226,0,0,1,{'0-10': 0},{'0-10': 0},204
4050,0,69,2,6,2,7230,0,0,12,"{'10-20': -1.4, '0-10': -1.9000000000000004}","{'10-20': -168.89999999999998, '0-10': -103.59999999999997}",1258
4051,0,497,2,3,4,4990,0,0,43,"{'10-20': -1.3000000000000003, '0-10': -1.3500000000000003}","{'10-20': -192.05, '0-10': 2.1499999999999773}",1258
4052,0,5,2,5,6,7763,0,0,17,"{'10-20': -0.49999999999999994, '0-10': -0.8}","{'10-20': -127.5, '0-10': -89.00000000000003}",1258
4053,0,18,2,1,3,7992,0,1,15,"{'10-20': -1.3000000000000003, '0-10': -1.3500000000000003}","{'10-20': -192.05, '0-10': 2.1499999999999773}",1258
4054,0,54,2,5,4,5853,0,0,12,"{'10-20': -1.6, '0-10': -0.9999999999999996}","{'10-20': -121.4, '0-10': 10.499999999999972}",1258
4055,1,12,2,2,9,6287,0,0,37,"{'10-20': 1.3000000000000003, '0-10': 1.3500000000000003}","{'10-20': 192.05, '0-10': -2.1499999999999773}",1258
4056,1,85,6,2,3,10475,0,2,19,"{'10-20': 1.4, '0-10': 1.9000000000000004}","{'10-20': 168.89999999999998, '0-10': 103.59999999999997}",1258
4057,1,234,4,4,2,7907,0,1,27,"{'10-20': 1.6, '0-10': 0.9999999999999996}","{'10-20': 121.4, '0-10': -10.499999999999972}",1258
4058,1,222,3,1,6,9236,0,1,16,"{'10-20': 1.3000000000000003, '0-10': 1.3500000000000003}","{'10-20': 192.05, '0-10': -2.1499999999999773}",1258
4059,1,120,5,1,4,8352,0,0,26,"{'10-20': 0.49999999999999994, '0-10': 0.8}","{'10-20': 127.5, '0-10': 89.00000000000003}",1258
4060,1,13,6,5,8,14751,0,4,35,"{'10-20': 1.9, '0-10': 1.2000000000000002, '30-end': 0.8000000000000003, '20-30': 0.9999999999999998}","{'10-20': 29.200000000000045, '0-10': -21.30000000000001, '30-end': 242.40000000000003, '20-30': -40}",2107
4061,1,79,3,5,16,9234,0,0,87,"{'10-20': 0.4500000000000002, '0-10': -0.5500000000000003, '30-end': -0.10000000000000053, '20-30': -3.4499999999999997}","{'10-20': 101.24999999999997, '0-10': 19.65000000000002, '30-end': 270.1, '20-30': -396.55000000000007}",2107
4062,1,64,13,5,11,19168,2,4,27,"{'10-20': 1.3999999999999995, '0-10': 0.7000000000000006, '30-end': 2.8, '20-30': 2.0999999999999996}","{'10-20': 212.8, '0-10': -1.6999999999999886, '30-end': 269.6, '20-30': 62.30000000000001}",2107
4063,1,81,6,7,9,13948,0,1,44,"{'10-20': 0.4500000000000002, '0-10': -0.5500000000000003, '30-end': -0.10000000000000053, '20-30': -3.4499999999999997}","{'10-20': 101.24999999999997, '0-10': 19.65000000000002, '30-end': 270.1, '20-30': -396.55000000000007}",2107
4064,1,20,7,3,16,14138,0,0,43,"{'10-20': -1.6999999999999997, '0-10': 0.6, '30-end': 2.4000000000000004, '20-30': -1.6}","{'10-20': 9, '0-10': 58.400000000000034, '30-end': 465.40000000000003, '20-30': -101.79999999999998}",2107
4065,0,55,9,10,6,14813,0,3,32,"{'10-20': -1.3999999999999995, '0-10': -0.7000000000000006, '30-end': -2.8, '20-30': -2.0999999999999996}","{'10-20': -212.8, '0-10': 1.6999999999999886, '30-end': -269.6, '20-30': -62.30000000000001}",2107
4066,0,222,3,5,15,16019,0,1,50,"{'10-20': -0.4500000000000002, '0-10': 0.5500000000000003, '30-end': 0.10000000000000053, '20-30': 3.4499999999999997}","{'10-20': -101.24999999999997, '0-10': -19.65000000000002, '30-end': -270.1, '20-30': 396.55000000000007}",2107
4067,0,68,5,8,10,12540,0,0,43,"{'10-20': -1.9, '0-10': -1.2000000000000002, '30-end': -0.8000000000000003, '20-30': -0.9999999999999998}","{'10-20': -29.200000000000045, '0-10': 21.30000000000001, '30-end': -242.40000000000003, '20-30': 40}",2107
4068,0,201,1,3,17,8901,0,0,95,"{'10-20': -0.4500000000000002, '0-10': 0.5500000000000003, '30-end': 0.10000000000000053, '20-30': 3.4499999999999997}","{'10-20': -101.24999999999997, '0-10': -19.65000000000002, '30-end': -270.1, '20-30': 396.55000000000007}",2107
4069,0,121,7,9,8,12441,0,1,31,"{'10-20': 1.6999999999999997, '0-10': -0.6, '30-end': -2.4000000000000004, '20-30': 1.6}","{'10-20': -9, '0-10': -58.400000000000034, '30-end': -465.40000000000003, '20-30': 101.79999999999998}",2107
4070,0,25,2,4,5,7608,0,0,26,"{'10-20': -0.40000000000000013, '0-10': -2.7755575615628914e-17}","{'10-20': -258.20000000000005, '0-10': -124.4}",1473
4071,0,238,6,5,1,9707,0,0,22,"{'10-20': 1.6999999999999997, '0-10': -0.9000000000000008}","{'10-20': 91.69999999999999, '0-10': 7.800000000000011}",1473
4072,0,64,2,8,1,8050,0,0,11,"{'10-20': 0.10000000000000009, '0-10': -4.200000000000001}","{'10-20': 24.400000000000006, '0-10': -196.89999999999998}",1473
4073,0,523,4,4,1,9430,0,0,15,"{'10-20': 1.4, '0-10': 2.25}","{'10-20': -32.5, '0-10': 49.29999999999998}",1473
4074,0,412,0,3,8,5501,0,0,54,"{'10-20': 1.4, '0-10': 2.25}","{'10-20': -32.5, '0-10': 49.29999999999998}",1473
4075,1,236,5,4,3,10704,0,4,21,"{'10-20': -1.6999999999999997, '0-10': 0.9000000000000008}","{'10-20': -91.69999999999999, '0-10': -7.800000000000011}",1473
4076,1,18,4,6,5,9141,0,0,27,"{'10-20': -1.4, '0-10': -2.25}","{'10-20': 32.5, '0-10': -49.29999999999998}",1473
4077,1,131,10,1,6,13670,2,2,18,"{'10-20': 0.40000000000000013, '0-10': 2.7755575615628914e-17}","{'10-20': 258.20000000000005, '0-10': 124.4}",1473
4078,1,58,5,0,8,12601,0,4,25,"{'10-20': -0.10000000000000009, '0-10': 4.200000000000001}","{'10-20': -24.400000000000006, '0-10': 196.89999999999998}",1473
4079,1,57,0,4,3,5359,0,0,32,"{'10-20': -1.4, '0-10': -2.25}","{'10-20': 32.5, '0-10': -49.29999999999998}",1473
4080,1,84,5,5,5,13019,0,1,41,"{'10-20': 2.3, '0-10': -2.2, '20-30': 1.3999999999999995}","{'10-20': 91.9, '0-10': -89.79999999999998, '20-30': 145.6}",1876
4081,1,412,0,6,20,8388,0,2,64,"{'10-20': 1.2500000000000004, '0-10': 1.6, '20-30': 1.1500000000000001}","{'10-20': 28.649999999999977, '0-10': 37.64999999999998, '20-30': 179.84999999999997}",1876
4082,1,222,14,5,5,18263,1,4,47,"{'10-20': 1.2500000000000004, '0-10': 1.6, '20-30': 1.1500000000000001}","{'10-20': 28.649999999999977, '0-10': 37.64999999999998, '20-30': 179.84999999999997}",1876
4083,1,39,5,1,3,13801,0,2,24,"{'10-20': 0.8999999999999999, '0-10': 0, '20-30': 0.19999999999999973}","{'10-20': 69, '0-10': -24.300000000000026, '20-30': -4.099999999999966}",1876
4084,1,78,3,7,16,10681,0,0,38,"{'10-20': -1.8, '0-10': 0.1, '20-30': -3.7}","{'10-20': -147.10000000000002, '0-10': -30, '20-30': -308.5}",1876
4085,0,69,9,4,9,12335,0,0,32,"{'10-20': -2.3, '0-10': 2.2, '20-30': -1.3999999999999995}","{'10-20': -91.9, '0-10': 89.79999999999998, '20-30': -145.6}",1876
4086,0,50,5,7,9,10725,0,0,25,"{'10-20': -1.2500000000000004, '0-10': -1.6, '20-30': -1.1500000000000001}","{'10-20': -28.649999999999977, '0-10': -37.64999999999998, '20-30': -179.84999999999997}",1876
4087,0,126,3,6,10,12003,0,0,29,"{'10-20': -0.8999999999999999, '0-10': 0, '20-30': -0.19999999999999973}","{'10-20': -69, '0-10': 24.300000000000026, '20-30': 4.099999999999966}",1876
4088,0,53,1,6,10,6549,0,0,70,"{'10-20': -1.2500000000000004, '0-10': -1.6, '20-30': -1.1500000000000001}","{'10-20': -28.649999999999977, '0-10': -37.64999999999998, '20-30': -179.84999999999997}",1876
4089,0,104,6,4,9,14006,0,1,24,"{'10-20': 1.8, '0-10': -0.1, '20-30': 3.7}","{'10-20': 147.10000000000002, '0-10': 30, '20-30': 308.5}",1876
4090,1,526,0,9,7,7420,0,0,91,{'0-10': 0},{'0-10': 0},2004
4091,1,104,11,3,5,17664,1,5,33,{'0-10': 0},{'0-10': 0},2004
4092,1,18,7,3,4,16710,0,3,58,{'0-10': 0},{'0-10': 0},2004
4093,1,69,3,4,7,12487,1,1,36,"{'10-20': -0.20000000000000018, '0-10': -0.10000000000000053, '20-30': -5.4}","{'10-20': -111.69999999999999, '0-10': 70.19999999999999, '20-30': 82.79999999999998}",2004
4094,1,92,9,4,6,15389,1,1,20,"{'10-20': 1, '0-10': 1.3000000000000003, '20-30': 0.40000000000000036}","{'10-20': 50.599999999999994, '0-10': -22.700000000000017, '20-30': 334.8}",2004
4095,0,236,8,8,4,14507,0,1,36,"{'10-20': 0.20000000000000018, '0-10': 0.10000000000000053, '20-30': 5.4}","{'10-20': 111.69999999999999, '0-10': -70.19999999999999, '20-30': -82.79999999999998}",2004
4096,0,117,0,3,6,6967,0,0,56,{'0-10': 0},{'0-10': 0},2004
4097,0,41,5,9,2,12865,0,1,38,"{'10-20': -1, '0-10': -1.3000000000000003, '20-30': -0.40000000000000036}","{'10-20': -50.599999999999994, '0-10': 22.700000000000017, '20-30': -334.8}",2004
4098,0,115,1,5,8,11776,0,1,14,{'0-10': 0},{'0-10': 0},2004
4099,0,106,9,5,4,12593,0,0,35,{'0-10': 0},{'0-10': 0},2004
4100,1,122,6,1,12,9776,0,1,21,"{'10-20': 0.19999999999999996, '0-10': 0.1}","{'10-20': 132.4, '0-10': 64}",1334
4101,1,3,6,0,11,9388,0,1,8,{'0-10': 0},{'0-10': 0},1334
4102,1,26,2,0,16,6978,0,0,37,"{'10-20': 0.9500000000000002, '0-10': 0.4999999999999998}","{'10-20': 176.8, '0-10': 73.24999999999999}",1334
4103,1,91,4,2,5,8352,0,0,19,{'0-10': 0},{'0-10': 0},1334
4104,1,222,5,3,5,9680,0,2,23,"{'10-20': 0.9500000000000002, '0-10': 0.4999999999999998}","{'10-20': 176.8, '0-10': 73.24999999999999}",1334
4105,0,111,0,5,4,4899,0,0,42,"{'10-20': -0.9500000000000002, '0-10': -0.4999999999999998}","{'10-20': -176.8, '0-10': -73.24999999999999}",1334
4106,0,69,1,6,2,6937,0,1,10,"{'10-20': -0.9500000000000002, '0-10': -0.4999999999999998}","{'10-20': -176.8, '0-10': -73.24999999999999}",1334
4107,0,58,1,5,1,7376,0,0,20,{'0-10': 0},{'0-10': 0},1334
4108,0,84,3,2,1,9720,0,1,13,{'0-10': 0},{'0-10': 0},1334
4109,0,56,1,5,2,6790,0,0,17,"{'10-20': -0.19999999999999996, '0-10': -0.1}","{'10-20': -132.4, '0-10': -64}",1334
4110,1,3,4,3,15,9959,0,2,16,"{'10-20': 1.0999999999999996, '0-10': -1.8000000000000003}","{'10-20': 116.79999999999998, '0-10': -155.80000000000004}",1649
4111,1,222,10,1,8,15105,2,4,50,"{'10-20': 0.4500000000000006, '0-10': 1.1}","{'10-20': 35.04999999999998, '0-10': 40.400000000000006}",1649
4112,1,122,5,3,8,10652,0,1,43,"{'10-20': -0.3, '0-10': -0.2}","{'10-20': 147.5, '0-10': -19.5}",1649
4113,1,412,1,2,16,7758,0,0,68,"{'10-20': 0.4500000000000006, '0-10': 1.1}","{'10-20': 35.04999999999998, '0-10': 40.400000000000006}",1649
4114,1,41,5,4,12,11617,0,1,18,"{'10-20': -1, '0-10': -1.5999999999999999}","{'10-20': 35.80000000000001, '0-10': -72.10000000000002}",1649
4115,0,76,4,5,4,9121,0,1,33,"{'10-20': 0.3, '0-10': 0.2}","{'10-20': -147.5, '0-10': 19.5}",1649
4116,0,235,1,2,6,10249,0,0,23,"{'10-20': -0.4500000000000006, '0-10': -1.1}","{'10-20': -35.04999999999998, '0-10': -40.400000000000006}",1649
4117,0,78,0,6,1,5142,0,0,37,"{'10-20': -0.4500000000000006, '0-10': -1.1}","{'10-20': -35.04999999999998, '0-10': -40.400000000000006}",1649
4118,0,126,2,6,7,10024,0,1,22,"{'10-20': 1, '0-10': 1.5999999999999999}","{'10-20': -35.80000000000001, '0-10': 72.10000000000002}",1649
